County, Sex, Xiang, D001, D002, D003, D004, D005, D006, D007, D008, D009, D010, D011, D012, D013, D014, D015, D016, D017, D018, D019, D020, D021, D022, D023, D024, D025, D026, D027, D028, D029, D030, D031, D032, D033, D034, D035, D036, D037, D038, D039, D040, D041, D042, D043, D044, D045, D046, D047, D048, D049, D050, D051, D052, D053, D054, D055, D056, D057, D058, D059, D060, D061, D062, D063, D064, D065, D066, D067, D068, D069, D070, D071, D072, D073, D074, D075, D076, D077, D078, D079, D080, D081, D082, D083, D084, D085, D086, D087, D088, D089, D090, D091, D092, D093, D094, D095, D096, D097, D098, D099, D100, D101, D102, D103, D104, D105, D106, D107, D108, D109, D110, D111, D112, D113, D114, D115, D116, D117, D118, D119, D120, D121, D122, D123, D124, D125, D126, D127, D128, D129, D130, D131, D132, D133, D134, D135, D136, D137, D138, D139, D140, D141, D142, D143, D144, D145, D146, D147, D148, D149, D150, D151, D152, D153, D154, D155, D156, D157, D158, D159, D160, D161, G001, G002, G003, G004, G005, 
CB,T,1,2622  ,29.9  ,70.2  ,517   ,10.3  ,10.7  ,  0.0 , 10.7 ,78.9  ,  0.0 , 139  , 139  ,29.1  , 99.0 ,3.6   , 0.8  ,17.1  , 421  ,33.8  ,3.06  ,2535  ,638   , 8.1  , 5.63 ,2.28  , 33.9 ,13.88 ,1101  ,  0.0 ,1101  ,100.0 ,  0.0 ,70.2  , 0.0  ,100.0 ,  0.0 ,  0.0 ,244.6 ,427.6 ,   0.0,  0.0 ,411.7 ,  0.0 ,  0.0 ,  0.0 , 0.0  ,  0.0 , 0.0  ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 0.0  , 8.5  ,  8.5 , 0.0  , 8.5  , 0.0  ,29.0  , 0.0  , 0.0  , 0.0  , 4.25 , 3.07 , 4.61 , 1.67 ,17.62 , 2.42 , 1.50 , 2.73 , 6.88 , 1.92 , 1.39 ,3.06  , 3.42 , 6.01 , 3.14 , 2.30 , 0.97 , 2.17 , 3.53 , 6.91 ,16.02 , 6.81 ,  0.0 ,0.62  , 23.2 , 53.6 , 22.8 ,2.35  ,0.43  ,2.55  ,13.47 , 6.65 ,  8.5 , 45.1 , 22.3 , 0.30 ,  0.3 ,  0.3 , 0.30 ,  0.3 , 0.30 , 0.05 ,  0.3 ,  5.1 , 9.46 , 5.67 ,0.25  ,  0.5 ,  4.9 ,  4.9 , 1.00 , 6.55 ,13.47 , 2.55 , 0.30 , 34.8 , 31.9 ,  0.3 , 0.30 ,  0.3 ,  0.3 , 51.4 ,  60  ,  0.3 , 0.30 , 0.30 ,  0.3 ,0.001 ,0.001 ,0.001 ,0.001 ,0.001 ,0.001 ,0.159 ,0.001 ,0.017 ,0.032 ,18.97 , 0.84 ,0.002 ,0.016 ,0.016 , 3.34 ,21.96 ,45.11 , 8.52 ,0.001 ,0.117 ,0.107 ,0.001 ,0.0010,0.001 ,0.001 ,0.172 ,0.201 ,0.001 ,0.001 ,0.001 ,0.001 ,.     ,.     ,.     ,.     ,.     ,
CB,T,2,2727  ,36.5  ,76.2  ,523   ,12.1  ,11.2  ,  0.0 , 11.2 ,76.7  ,  0.0 , 146  , 146  ,31.4  , 95.7 ,3.8   , 0.9  ,15.7  , 456  ,33.6  ,3.27  ,2616  ,806   ,10.3  , 5.61 ,2.28  , 33.6 ,15.46 ,1110  ,  0.0 ,1110  ,100.0 ,  0.0 ,76.2  , 0.0  ,100.0 ,  0.0 ,  0.0 ,133.2 ,556.9 ,   0.0,  0.0 ,402.6 ,  0.0 ,  0.0 ,  0.0 , 0.0  ,  0.0 , 0.0  ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 0.0  , 8.5  ,  8.5 , 0.0  , 8.5  , 0.0  ,32.5  , 0.0  , 0.0  , 0.0  , 4.75 , 3.59 , 5.56 , 1.84 ,17.28 , 2.72 , 1.62 , 2.99 , 7.48 , 2.24 , 1.62 ,3.45  , 3.82 , 5.82 , 3.43 , 2.56 , 1.13 , 2.41 , 3.85 ,10.65 ,16.67 , 8.99 ,  0.0 ,0.62  , 28.3 , 46.9 , 24.4 ,1.95  ,0.64  ,2.60  ,14.07 ,10.42 ,  7.3 , 39.5 , 27.7 , 0.36 , 31.8 ,  0.4 , 0.36 ,  0.4 ,47.61 , 0.04 ,  0.4 ,  2.9 , 5.14 , 7.29 ,0.23  ,  0.6 ,  2.7 ,  2.7 , 1.17 , 9.97 ,14.07 , 2.60 , 0.36 ,200.4 ,391.5 ,  0.4 , 0.36 ,  0.4 ,  0.4 ,209.1 ,  60  ,  0.4 , 0.36 , 0.36 ,  0.4 ,0.001 ,0.075 ,0.001 ,0.001 ,0.001 ,0.112 ,0.117 ,0.001 ,0.009 ,0.016 ,19.83 , 0.66 ,0.002 ,0.009 ,0.009 , 3.23 ,26.55 ,39.52 , 7.35 ,0.001 ,0.487 ,0.933 ,0.001 ,0.0010,0.001 ,0.001 ,0.515 ,0.169 ,0.001 ,0.001 ,0.001 ,0.001 ,.     ,.     ,.     ,.     ,.     ,
CB,T,3,2675  ,33.2  ,73.2  ,520   ,11.2  ,10.9  ,  0.0 , 10.9 ,77.8  ,  0.0 , 143  , 143  ,30.3  , 97.4 ,3.7   , 0.9  ,16.4  , 439  ,33.7  ,3.17  ,2576  ,722   , 9.2  , 5.62 ,2.28  , 33.8 ,14.67 ,1106  ,  0.0 ,1106  ,100.0 ,  0.0 ,73.2  , 0.0  ,100.0 ,  0.0 ,  0.0 ,188.9 ,492.3 ,   0.0,  0.0 ,407.2 ,  0.0 ,  0.0 ,  0.0 , 0.0  ,  0.0 , 0.0  ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 0.0  , 8.5  ,  8.5 , 0.0  , 8.5  , 0.0  ,30.8  , 0.0  , 0.0  , 0.0  , 4.50 , 3.33 , 5.08 , 1.76 ,17.45 , 2.57 , 1.56 , 2.86 , 7.18 , 2.08 , 1.51 ,3.26  , 3.62 , 5.92 , 3.29 , 2.43 , 1.05 , 2.29 , 3.69 , 8.78 ,16.35 , 7.90 ,  0.0 ,0.62  , 25.8 , 50.3 , 23.6 ,2.15  ,0.54  ,2.58  ,13.77 , 8.54 ,  7.9 , 42.3 , 25.0 , 0.33 , 16.1 ,   0.4,  0.33,   0.4,23.95 , 0.05 ,  0.4 ,   4.0, 7.30 , 6.48 ,0.24  ,  0.6 ,  3.8 ,  3.8 , 1.08 , 8.26 ,13.77 , 2.58 , 0.33 ,117.6 ,211.7 ,  0.4 , 0.33 ,  0.4 ,  0.4 ,130.3 ,  60  ,  0.4 , 0.33 , 0.33 ,  0.4 ,0.001 ,0.038 ,0.001 ,0.001 ,0.001 ,0.057 ,0.138 ,0.001 ,0.013 ,0.024 ,19.40 , 0.75 ,0.002 ,0.013 ,0.013 , 3.29 ,24.26 ,42.32 , 7.93 ,0.001 ,0.302 ,0.520 ,0.001 ,0.0010,0.001 ,0.001 ,0.344 ,0.185 ,0.001 ,0.001 ,0.001 ,0.001 ,36.0  ,113.6 ,1250  ,3     ,3     ,
CC,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,M,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,F,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CC,T,1,2076  ,34.2  ,56.0  ,387   ,14.8  ,10.8  ,  0.4 , 10.4 ,74.5  , 50.0 , 271  , 321  ,28.1  , 70.3 ,2.4   , 0.5  ,15.6  , 392  ,30.4  ,2.01  ,1711  ,350   , 9.0  , 8.45 ,4.14  , 46.3 , 9.19 , 997  , 18.3 ,1015  , 98.2 ,  1.8 ,53.9  , 2.1  , 96.4 ,  3.6 ,  0.0 ,519.4 , 32.7 , 139.2, 17.2 ,121.2 , 59.4 , 18.3 , 37.3 , 7.9  ,  0.0 ,11.7  ,  6.6 ,  6.6 ,  0.0 ,  0.0 , 0.0  ,16.2  , 16.2 , 2.4  ,11.0  ,13.6  ,14.5  , 0.0  , 0.0  , 0.0  , 2.55 , 3.11 , 3.79 , 1.43 ,21.71 , 2.59 , 1.39 , 2.58 , 4.91 , 1.97 , 1.01 ,2.44  , 3.33 , 6.38 , 3.06 , 1.94 , 0.87 , 2.03 , 3.21 , 9.59 ,16.04 , 7.99 , 65.5 ,0.64  , 27.3 , 48.2 , 23.1 ,2.17  ,0.59  ,1.66  ,14.34 , 9.07 ,  5.0 , 43.1 , 25.8 , 0.34 ,  0.3 ,  2.9 , 3.80 , 20.9 , 0.34 , 0.17 ,  2.9 , 13.3 ,17.17 , 5.85 ,0.49  , 38.5 , 19.2 , 11.8 , 1.64 , 8.89 ,14.31 , 1.64 , 6.92 ,103.3 , 62.9 ,  5.4 , 0.34 , 20.0 , 10.5 ,160.7 , 117  ,  0.3 , 8.43 , 0.34 ,  1.6 ,0.001 ,0.001 ,0.006 ,0.011 ,0.049 ,0.001 ,0.464 ,0.008 ,0.041 ,0.055 ,17.25 , 1.41 ,0.091 ,0.057 ,0.036 , 4.51 ,25.23 ,43.04 , 4.99 ,0.021 ,0.286 ,0.192 ,0.010 ,0.0010,0.051 ,0.028 ,0.444 ,0.342 ,0.001 ,0.025 ,0.001 ,0.004 ,.     ,.     ,.     ,.     ,.     ,
CC,T,2,2159  ,30.4  ,60.2  ,412   ,12.7  ,11.2  ,  0.2 , 11.0 ,76.2  , 22.9 , 323  , 345  ,27.9  , 63.0 ,2.6   , 0.5  ,15.8  , 444  ,32.8  ,2.09  ,1798  ,392   , 9.3  , 8.81 ,4.22  , 48.6 , 9.59 ,1046  ,  9.5 ,1055  , 99.1 ,  0.9 ,59.2  , 1.0  , 98.4 ,  1.6 ,  0.0 ,539.8 , 57.3 , 143.4, 43.5 ,131.6 , 67.2 , 16.5 ,  8.4 , 0.9  ,  0.7 , 4.0  ,  3.8 ,  3.8 ,  0.0 ,  0.0 , 1.1  ,14.5  , 15.6 , 3.3  ,11.7  , 7.0  ,14.8  , 0.0  , 0.0  , 0.0  , 2.86 , 3.30 , 4.22 , 1.53 ,23.04 , 2.74 , 1.51 , 2.83 , 5.46 , 2.16 , 1.15 ,2.68  , 3.67 , 6.79 , 3.30 , 2.11 , 0.96 , 2.17 , 3.48 , 8.12 ,14.60 , 7.27 , 26.0 ,0.65  , 25.9 , 49.3 , 23.5 ,2.16  ,0.57  ,1.70  ,12.88 , 7.65 ,  5.8 , 43.5 , 24.4 , 1.33 ,  1.8 ,  7.7 , 1.75 , 23.3 , 0.30 , 0.15 ,  0.9 , 10.6 ,16.09 , 5.48 ,0.44  , 13.4 , 12.6 , 11.6 , 1.39 , 7.48 ,12.87 , 1.70 ,12.29 , 74.9 , 70.6 ,  4.8 , 0.30 ,  8.2 ,  0.3 , 95.2 , 102  ,  0.3 , 2.72 , 0.30 ,  0.3 ,0.004 ,0.006 ,0.023 ,0.005 ,0.065 ,0.001 ,0.474 ,0.003 ,0.037 ,0.057 ,18.03 , 1.38 ,0.032 ,0.039 ,0.037 , 4.25 ,23.82 ,43.46 , 5.80 ,0.040 ,0.243 ,0.227 ,0.011 ,0.0010,0.020 ,0.001 ,0.319 ,0.334 ,0.001 ,0.006 ,0.001 ,0.001 ,.     ,.     ,.     ,.     ,.     ,
CC,T,3,2118  ,32.3  ,58.1  ,400   ,13.8  ,11.0  ,  0.3 , 10.7 ,75.4  , 36.5 , 297  , 333  ,28.0  , 66.7 ,2.5   , 0.5  ,15.7  , 418  ,31.6  ,2.05  ,1755  ,371   , 9.2  , 8.63 ,4.18  , 47.5 , 9.39 ,1022  , 13.9 ,1035  , 98.7 ,  1.4 ,56.6  , 1.6  , 97.4 ,  2.6 ,  0.0 ,529.6 , 45.0 , 141.3, 30.4 ,126.4 , 63.3 , 17.4 , 22.8 , 4.4  ,  0.3 , 7.8  ,  5.2 ,  5.2 ,  0.0 ,  0.0 , 0.6  ,15.3  , 15.9 , 2.9  ,11.3  ,10.3  ,14.7  , 0.0  , 0.0  , 0.0  , 2.71 , 3.21 , 4.00 , 1.48 ,22.38 , 2.67 , 1.45 , 2.71 , 5.19 , 2.06 , 1.08 ,2.56  , 3.50 , 6.58 , 3.18 , 2.02 , 0.92 , 2.10 , 3.35 , 8.86 ,15.32 , 7.63 , 45.8 ,0.65  , 26.6 , 48.8 , 23.3 ,2.17  ,0.58  ,1.68  ,13.61 , 8.36 ,  5.4 , 43.3 , 25.1 , 0.84 ,  1.1 ,   5.3,  2.77,  22.1, 0.32 , 0.16 ,  1.9 ,  12.0,16.63 , 5.67 ,0.47  , 25.9 , 15.9 , 11.7 , 1.51 , 8.19 ,13.59 , 1.67 , 9.61 , 89.1 , 66.8 ,  5.1 , 0.32 , 14.1 ,  5.4 ,128.0 , 110  ,  0.3 , 5.58 , 0.32 ,  1.0 ,0.003 ,0.004 ,0.015 ,0.008 ,0.057 ,0.001 ,0.469 ,0.006 ,0.039 ,0.056 ,17.64 , 1.40 ,0.061 ,0.048 ,0.036 , 4.38 ,24.53 ,43.25 , 5.40 ,0.031 ,0.265 ,0.210 ,0.011 ,0.0010,0.035 ,0.015 ,0.382 ,0.338 ,0.001 ,0.016 ,0.001 ,0.003 ,35.5  ,111.6 , 350  ,3     ,3     ,
CD,M,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,M,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,M,3,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,F,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
CD,F,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
